URL,Fiyat,Oda Sayısı,Brüt m2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,İlan No
https://www.hepsiemlak.com/antalya-muratpasa-varlik-satilik/daire/60116-1898,8.500.000 TL,3 + 1,120 m2,5 Katlı,3. Kat,Sıfır Bina,Kombi,60116-1898
https://www.hepsiemlak.com/antalya-konyaalti-arapsuyu-satilik/daire/112881-3159,9.500.000 TL,4 + 1,160 m2,2 Katlı,Bahçe Katı,21 Yaşında,Kombi,112881-3159
https://www.hepsiemlak.com/antalya-kepez-husnu-karakas-satilik/daire/118986-581,3.875.000 TL,2 + 1,120 m2,5 Katlı,3. Kat,Sıfır Bina,Klima,118986-581
https://www.hepsiemlak.com/antalya-konyaalti-uncali-satilik/daire/5070-2768,13.250.000 TL,5 + 1,285 m2,4 Katlı,4. Kat,11 Yaşında,Klima,5070-2768
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/41035-3105,3.200.000 TL,1 + 1,65 m2,2 Katlı,2. Kat,21 Yaşında,Isıtma Yok,41035-3105
https://www.hepsiemlak.com/antalya-kepez-kultur-satilik/daire/78725-793,3.900.000 TL,2 + 1,95 m2,3 Katlı,3. Kat,11 Yaşında,Kombi,78725-793
https://www.hepsiemlak.com/antalya-kepez-cankaya-satilik/daire/125854-4304,4.400.000 TL,1 + 1,60 m2,7 Katlı,2. Kat,Sıfır Bina,Kombi,125854-4304
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/120429-1940,8.000.000 TL,2 + 1,94 m2,4 Katlı,3. Kat,4 Yaşında,Kombi,120429-1940
https://www.hepsiemlak.com/antalya-muratpasa-guvenlik-satilik/daire/73389-2911,4.100.000 TL,3 + 1,150 m2,5 Katlı,3. Kat,31 Yaşında,Klima,73389-2911
https://www.hepsiemlak.com/antalya-kepez-gunes-satilik/daire/142312-137,2.500.000 TL,1 + 1,50 m2,3 Katlı,2. Kat,Sıfır Bina,Klima,142312-137
https://www.hepsiemlak.com/antalya-kepez-demirel-satilik/daire/156835-119,4.400.000 TL,2 + 1,115 m2,4 Katlı,1. Kat,Sıfır Bina,Klima,156835-119
https://www.hepsiemlak.com/antalya-muratpasa-yesilbahce-satilik/daire/145560-295,6.900.000 TL,2 + 1,140 m2,4 Katlı,Bahçe Katı,11 Yaşında,Kombi,145560-295
https://www.hepsiemlak.com/antalya-muratpasa-kizilsaray-satilik/daire/76239-1327,4.500.000 TL,3 + 1,140 m2,5 Katlı,1. Kat,21 Yaşında,Klima,76239-1327
https://www.hepsiemlak.com/antalya-kepez-ahatli-satilik/daire/134818-938,4.425.000 TL,2 + 1,105 m2,4 Katlı,2. Kat,Sıfır Bina,Kombi,134818-938
https://www.hepsiemlak.com/antalya-kepez-gocerler-satilik/daire/133891-282,5.950.000 TL,3 + 1,140 m2,3 Katlı,1. Kat,4 Yaşında,Kombi,133891-282
https://www.hepsiemlak.com/antalya-konyaalti-sarisu-satilik/daire/121460-592,8.400.000 TL,2 + 1,75 m2,3 Katlı,2. Kat,4 Yaşında,Yerden Isıtma,121460-592
https://www.hepsiemlak.com/antalya-kepez-kutukcu-satilik/daire/13256-2125,4.000.000 TL,2 + 1,100 m2,3 Katlı,3. Kat,5 Yaşında,Klima,13256-2125
https://www.hepsiemlak.com/antalya-muratpasa-konuksever-satilik/daire/129965-791,3.595.000 TL,2 + 1,95 m2,3 Katlı,2. Kat,13 Yaşında,Kombi,129965-791
https://www.hepsiemlak.com/antalya-kepez-aktoprak-satilik/daire/102778-680,3.399.000 TL,2 + 1,95 m2,4 Katlı,Ara Kat,Sıfır Bina,Klima,102778-680
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/8560-5781,16.650.000 TL,5 + 2,300 m2,7 Katlı,7. Kat,15 Yaşında,Kombi,8560-5781
https://www.hepsiemlak.com/antalya-muratpasa-kiziltoprak-satilik/daire/121521-230,5.500.000 TL,3 + 1,130 m2,4 Katlı,2. Kat,21 Yaşında,Klima,121521-230
https://www.hepsiemlak.com/antalya-muratpasa-kizilarik-satilik/daire/117133-740,3.500.000 TL,2 + 1,95 m2,4 Katlı,4. Kat,6 Yaşında,Klima,117133-740
https://www.hepsiemlak.com/antalya-kepez-cankaya-satilik/daire/91299-1655,4.500.000 TL,2 + 1,115 m2,6 Katlı,1. Kat,5 Yaşında,Klima,91299-1655
https://www.hepsiemlak.com/antalya-kepez-gazi-satilik/daire/162354-37,5.200.000 TL,3 + 1,135 m2,4 Katlı,1. Kat,Sıfır Bina,Isıtma Yok,162354-37
https://www.hepsiemlak.com/antalya-kepez-demirel-satilik/daire/45391-3056,2.700.000 TL,1 + 1,65 m2,3 Katlı,2. Kat,Sıfır Bina,Klima,45391-3056
https://www.hepsiemlak.com/antalya-kepez-husnu-karakas-satilik/daire/128222-2915,3.299.999 TL,2 + 1,95 m2,2 Katlı,1. Kat,Sıfır Bina,Klima,128222-2915
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/34329-4367,3.750.000 TL,2 + 1,105 m2,3 Katlı,2. Kat,Sıfır Bina,Klima,34329-4367
https://www.hepsiemlak.com/antalya-muratpasa-etiler-satilik/daire/129135-866,3.250.000 TL,1 + 1,60 m2,4 Katlı,2. Kat,Sıfır Bina,Kombi,129135-866
https://www.hepsiemlak.com/antalya-muratpasa-elmali-satilik/daire/70063-577,2.250.000 TL,1 + 1,60 m2,4 Katlı,En Üst Kat,30 Yaşında,Klima,70063-577
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/16960-833,5.200.000 TL,2 + 1,85 m2,11 Katlı,8. Kat,16 Yaşında,Klima,16960-833
https://www.hepsiemlak.com/antalya-kepez-aktoprak-satilik/daire/132341-160,2.100.000 TL,1 + 1,85 m2,4 Katlı,Zemin,Sıfır Bina,Klima,132341-160
https://www.hepsiemlak.com/antalya-konyaalti-altinkum-satilik/daire/16141-8636,5.950.000 TL,2 + 1,80 m2,5 Katlı,1. Kat,11 Yaşında,Klima,16141-8636
https://www.hepsiemlak.com/antalya-muratpasa-bayindir-satilik/daire/155268-152,3.500.000 TL,2 + 1,110 m2,4 Katlı,Yüksek Giriş,16 Yaşında,Klima,155268-152
https://www.hepsiemlak.com/antalya-muratpasa-konuksever-satilik/daire/62128-2424,3.150.000 TL,2 + 1,90 m2,3 Katlı,Yüksek Giriş,11 Yaşında,Klima,62128-2424
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/90618-5569,4.650.000 TL,1 + 1,70 m2,4 Katlı,2. Kat,1 Yaşında,Kombi,90618-5569
https://www.hepsiemlak.com/antalya-kepez-karsiyaka-satilik/daire/162564-41,4.100.000 TL,2 + 1,110 m2,3 Katlı,Ara Kat,Sıfır Bina,Klima,162564-41
https://www.hepsiemlak.com/antalya-muratpasa-guvenlik-satilik/daire/44519-2112,6.100.000 TL,3 + 1,145 m2,7 Katlı,6. Kat,36 Yaşında,Klima,44519-2112
https://www.hepsiemlak.com/antalya-muratpasa-varlik-satilik/daire/5559-237,4.800.000 TL,3 + 1,140 m2,4 Katlı,3. Kat,30 Yaşında,Klima,5559-237
https://www.hepsiemlak.com/antalya-muratpasa-konuksever-satilik/daire/100766-31,6.100.000 TL,3 + 1,140 m2,4 Katlı,2. Kat,22 Yaşında,Klima,100766-31
https://www.hepsiemlak.com/antalya-kepez-sutculer-satilik/daire/149756-78,3.850.000 TL,2 + 1,110 m2,4 Katlı,1. Kat,9 Yaşında,Doğalgaz Sobası,149756-78
https://www.hepsiemlak.com/antalya-konyaalti-gursu-satilik/daire/163269-5,28.000.000 TL,3 + 1,130 m2,6 Katlı,Bahçe Katı,1 Yaşında,Yerden Isıtma,163269-5
https://www.hepsiemlak.com/antalya-muratpasa-fener-satilik/daire/162446-2,16.850.000 TL,3 + 1,280 m2,3 Katlı,2. Kat,16 Yaşında,Klima,162446-2
https://www.hepsiemlak.com/antalya-muratpasa-dutlubahce-satilik/daire/134508-112,2.650.000 TL,2 + 1,70 m2,3 Katlı,Yüksek Giriş,11 Yaşında,Klima,134508-112
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/39284-834,5.350.000 TL,2 + 1,100 m2,4 Katlı,3. Kat,11 Yaşında,Klima,39284-834
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/162566-3,6.200.000 TL,3 + 1,135 m2,4 Katlı,2. Kat,Sıfır Bina,Klima,162566-3
https://www.hepsiemlak.com/antalya-muratpasa-bayindir-satilik/daire/64633-648,2.600.000 TL,1 + 1,45 m2,5 Katlı,Giriş Katı,21 Yaşında,Klima,64633-648
https://www.hepsiemlak.com/antalya-muratpasa-kiziltoprak-satilik/daire/160150-26,4.250.000 TL,2 + 1,105 m2,4 Katlı,3. Kat,12 Yaşında,Klima,160150-26
https://www.hepsiemlak.com/antalya-kepez-demirel-satilik/daire/153337-94,2.875.000 TL,2 + 1,85 m2,3 Katlı,Yüksek Giriş,Sıfır Bina,Klima,153337-94
https://www.hepsiemlak.com/antalya-kepez-karsiyaka-satilik/daire/162510-9,4.850.000 TL,3 + 1,140 m2,3 Katlı,Ara Kat,10 Yaşında,Klima,162510-9
https://www.hepsiemlak.com/antalya-muratpasa-caglayan-satilik/daire/43794-899,6.500.000 TL,2 + 1,105 m2,2 Katlı,1. Kat,Sıfır Bina,Klima,43794-899
https://www.hepsiemlak.com/antalya-kepez-kuzeyyaka-satilik/daire/141404-880,3.150.000 TL,3 + 1,140 m2,3 Katlı,Yüksek Giriş,11 Yaşında,Klima,141404-880
https://www.hepsiemlak.com/antalya-kepez-kutukcu-satilik/daire/162395-1,4.650.000 TL,2 + 1,100 m2,5 Katlı,3. Kat,Sıfır Bina,Kat Kaloriferi,162395-1
https://www.hepsiemlak.com/antalya-kepez-yeni-emek-satilik/daire/141367-65,4.850.000 TL,2 + 0,200 m2,1 Katlı,En Üst Kat,16 Yaşında,Klima,141367-65
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/24713-2539,8.300.000 TL,5 + 1,230 m2,2 Katlı,2. Kat,11 Yaşında,Kombi,24713-2539
https://www.hepsiemlak.com/antalya-kepez-erenkoy-satilik/daire/37109-2443,3.250.000 TL,2 + 1,90 m2,3 Katlı,1. Kat,11 Yaşında,Klima,37109-2443
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/130388-312,10.200.000 TL,3 + 1,170 m2,2 Katlı,1. Kat,1 Yaşında,Kombi,130388-312
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/112555-581,4.350.000 TL,1 + 1,60 m2,5 Katlı,3. Kat,10 Yaşında,Klima,112555-581
https://www.hepsiemlak.com/antalya-konyaalti-toros-satilik/daire/101012-1920,9.900.000 TL,3 + 1,140 m2,9 Katlı,1. Kat,16 Yaşında,Kombi,101012-1920
https://www.hepsiemlak.com/antalya-kepez-teomanpasa-satilik/daire/133927-167,4.500.000 TL,3 + 1,142 m2,3 Katlı,En Üst Kat,Sıfır Bina,Klima,133927-167
https://www.hepsiemlak.com/antalya-konyaalti-sarisu-satilik/daire/144884-11,9.990.000 TL,2 + 1,110 m2,4 Katlı,2. Kat,Sıfır Bina,Klima,144884-11
https://www.hepsiemlak.com/antalya-kepez-fevzi-cakmak-satilik/daire/130161-613,5.500.000 TL,3 + 1,130 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,130161-613
https://www.hepsiemlak.com/antalya-kepez-baraj-satilik/daire/141314-265,2.450.000 TL,2 + 1,90 m2,5 Katlı,Giriş Katı,11 Yaşında,Klima,141314-265
https://www.hepsiemlak.com/antalya-kepez-fevzi-cakmak-satilik/daire/69254-4768,3.200.000 TL,1 + 1,65 m2,6 Katlı,3. Kat,Sıfır Bina,Klima,69254-4768
https://www.hepsiemlak.com/antalya-muratpasa-ermenek-satilik/daire/74092-990,4.950.000 TL,2 + 1,65 m2,4 Katlı,Bahçe Katı,Sıfır Bina,Klima,74092-990
https://www.hepsiemlak.com/antalya-kepez-safak-satilik/daire/139236-387,4.090.000 TL,3 + 1,120 m2,3 Katlı,1. Kat,16 Yaşında,Klima,139236-387
https://www.hepsiemlak.com/antalya-konyaalti-kuskavagi-satilik/daire/162582-89,25.000.000 TL,3 + 1,170 m2,9 Katlı,3. Kat,2 Yaşında,Merkezi (Pay Öl...,162582-89
https://www.hepsiemlak.com/antalya-muratpasa-fener-satilik/daire/65665-1436,14.000.000 TL,3 + 1,175 m2,11 Katlı,4. Kat,16 Yaşında,Klima,65665-1436
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/146771-118,6.950.000 TL,4 + 1,185 m2,4 Katlı,4. Kat,11 Yaşında,Kombi,146771-118
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/151983-64,16.000.000 TL,4 + 1,240 m2,4 Katlı,4. Kat,Sıfır Bina,Kombi,151983-64
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/142400-140,2.725.000 TL,2 + 1,85 m2,3 Katlı,Yüksek Giriş,4 Yaşında,Klima,142400-140
https://www.hepsiemlak.com/antalya-kepez-gocerler-satilik/daire/115792-353,5.350.000 TL,2 + 1,120 m2,5 Katlı,2. Kat,1 Yaşında,Klima,115792-353
https://www.hepsiemlak.com/antalya-kepez-fevzi-cakmak-satilik/daire/139693-470,3.000.000 TL,1 + 1,84 m2,4 Katlı,3. Kat,Sıfır Bina,Klima,139693-470
https://www.hepsiemlak.com/antalya-konyaalti-pinarbasi-satilik/daire/154641-57,8.350.000 TL,3 + 1,160 m2,3 Katlı,3. Kat,16 Yaşında,Kombi,154641-57
https://www.hepsiemlak.com/antalya-kepez-varsak-menderes-satilik/daire/151029-124,3.600.000 TL,2 + 1,110 m2,3 Katlı,Ara Kat,Sıfır Bina,Klima,151029-124
https://www.hepsiemlak.com/antalya-kepez-cankaya-satilik/daire/158650-67,4.250.000 TL,2 + 1,90 m2,6 Katlı,1. Kat,Sıfır Bina,Kat Kaloriferi,158650-67
https://www.hepsiemlak.com/antalya-kepez-gulveren-satilik/daire/1876-3091,7.750.000 TL,1 + 1,66 m2,12 Katlı,8. Kat,2 Yaşında,Yerden Isıtma,1876-3091
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/24814-3348,7.500.000 TL,2 + 1,50 m2,2 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,24814-3348
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/162578-84,2.650.000 TL,2 + 1,75 m2,3 Katlı,Bahçe Katı,5 Yaşında,Klima,162578-84
https://www.hepsiemlak.com/antalya-muratpasa-meydankavagi-satilik/daire/5779-9378,9.800.000 TL,2 + 1,110 m2,4 Katlı,3. Kat,Sıfır Bina,Kombi,5779-9378
https://www.hepsiemlak.com/antalya-muratpasa-etiler-satilik/daire/129155-336,4.600.000 TL,2 + 1,90 m2,3 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,129155-336
https://www.hepsiemlak.com/antalya-kepez-gundogdu-satilik/daire/86255-780,3.500.000 TL,2 + 1,100 m2,3 Katlı,2. Kat,33 Yaşında,Klima,86255-780
https://www.hepsiemlak.com/antalya-kepez-safak-satilik/daire/29750-128,4.000.000 TL,2 + 1,100 m2,3 Katlı,2. Kat,4 Yaşında,Kombi,29750-128
https://www.hepsiemlak.com/antalya-muratpasa-meltem-satilik/daire/138496-147,7.800.000 TL,3 + 1,147 m2,15 Katlı,15. Kat,21 Yaşında,Kombi,138496-147
https://www.hepsiemlak.com/antalya-muratpasa-sinan-satilik/daire/42264-892,4.200.000 TL,3 + 1,140 m2,4 Katlı,4. Kat,25 Yaşında,Klima,42264-892
https://www.hepsiemlak.com/antalya-kepez-yukselis-satilik/daire/8200-4810,3.275.000 TL,2 + 1,120 m2,7 Katlı,4. Kat,35 Yaşında,Klima,8200-4810
https://www.hepsiemlak.com/antalya-kepez-yukselis-satilik/daire/25096-2508,3.300.000 TL,3 + 1,115 m2,3 Katlı,Giriş Katı,21 Yaşında,Kombi,25096-2508
https://www.hepsiemlak.com/antalya-muratpasa-kiziltoprak-satilik/daire/114635-2586,3.450.000 TL,2 + 1,85 m2,4 Katlı,Bahçe Katı,16 Yaşında,Klima,114635-2586
https://www.hepsiemlak.com/antalya-kepez-kepez-satilik/daire/120585-740,5.850.000 TL,3 + 1,131 m2,11 Katlı,8. Kat,1 Yaşında,Merkezi (Pay Öl...,120585-740
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/131138-156,31.950.000 TL,3 + 1,155 m2,4 Katlı,2. Kat,10 Yaşında,Klima,131138-156
https://www.hepsiemlak.com/antalya-kepez-safak-satilik/daire/50751-4695,5.600.000 TL,3 + 1,165 m2,9 Katlı,2. Kat,Sıfır Bina,Merkezi,50751-4695
https://www.hepsiemlak.com/antalya-muratpasa-tahilpazari-satilik/daire/49460-1565,4.500.000 TL,4 + 1,145 m2,6 Katlı,1. Kat,26 Yaşında,Klima,49460-1565
https://www.hepsiemlak.com/antalya-muratpasa-caybasi-satilik/daire/81452-495,5.675.000 TL,3 + 1,140 m2,4 Katlı,1. Kat,21 Yaşında,Klima,81452-495
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/5070-2759,12.500.000 TL,2 + 1,125 m2,12 Katlı,3. Kat,11 Yaşında,Kombi,5070-2759
https://www.hepsiemlak.com/antalya-kepez-fevzi-cakmak-satilik/daire/129740-2456,4.799.999 TL,2 + 1,120 m2,3 Katlı,Ara Kat,Sıfır Bina,Klima,129740-2456
https://www.hepsiemlak.com/antalya-muratpasa-altindag-satilik/daire/59785-633,4.700.000 TL,2 + 1,100 m2,7 Katlı,Ara Kat,30 Yaşında,Klima,59785-633
https://www.hepsiemlak.com/antalya-muratpasa-sinan-satilik/daire/74238-12035,11.000.000 TL,4 + 1,160 m2,5 Katlı,5. Kat,Sıfır Bina,Klima,74238-12035
https://www.hepsiemlak.com/antalya-kepez-unsal-satilik/daire/162599-61,7.299.000 TL,4 + 1,180 m2,3 Katlı,3. Kat,8 Yaşında,Belirtilmemiş,162599-61
https://www.hepsiemlak.com/antalya-kepez-varsak-karsiyaka-satilik/daire/139359-865,4.150.000 TL,2 + 1,110 m2,3 Katlı,2. Kat,Sıfır Bina,Isıtma Yok,139359-865
https://www.hepsiemlak.com/antalya-kepez-kultur-satilik/daire/78725-785,4.000.000 TL,2 + 1,90 m2,3 Katlı,3. Kat,11 Yaşında,Klima,78725-785
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/93111-925,3.700.000 TL,2 + 1,110 m2,3 Katlı,1. Kat,1 Yaşında,Isıtma Yok,93111-925
https://www.hepsiemlak.com/antalya-muratpasa-konuksever-satilik/daire/156835-118,5.000.000 TL,2 + 1,100 m2,4 Katlı,4. Kat,Sıfır Bina,Klima,156835-118
https://www.hepsiemlak.com/antalya-kepez-kutukcu-satilik/daire/120429-1914,3.400.000 TL,2 + 1,95 m2,3 Katlı,2. Kat,Sıfır Bina,Kombi,120429-1914
https://www.hepsiemlak.com/antalya-kepez-sutculer-satilik/daire/162354-36,2.750.000 TL,1 + 1,55 m2,2 Katlı,Yüksek Giriş,Sıfır Bina,Isıtma Yok,162354-36
https://www.hepsiemlak.com/antalya-kepez-gocerler-satilik/daire/133891-281,5.500.000 TL,4 + 1,200 m2,3 Katlı,Kot 3,Sıfır Bina,Klima,133891-281
https://www.hepsiemlak.com/antalya-kepez-yeni-emek-satilik/daire/163448-15,3.250.000 TL,1 + 1,55 m2,4 Katlı,1. Kat,1 Yaşında,Kombi,163448-15
https://www.hepsiemlak.com/antalya-kepez-fevzi-cakmak-satilik/daire/102778-677,4.200.000 TL,2 + 1,105 m2,5 Katlı,4. Kat,Sıfır Bina,Klima,102778-677
https://www.hepsiemlak.com/antalya-kepez-fevzi-cakmak-satilik/daire/159438-8,6.500.000 TL,2 + 1,110 m2,6 Katlı,5. Kat,Sıfır Bina,Yerden Isıtma,159438-8
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/125854-4620,3.650.000 TL,2 + 1,100 m2,4 Katlı,2. Kat,1 Yaşında,Klima,125854-4620
https://www.hepsiemlak.com/antalya-konyaalti-gursu-satilik/daire/150951-101,35.000.000 TL,4 + 1,235 m2,3 Katlı,3. Kat,6 Yaşında,Yerden Isıtma,150951-101
https://www.hepsiemlak.com/antalya-muratpasa-elmali-satilik/daire/145560-291,2.550.000 TL,1 + 1,60 m2,4 Katlı,2. Kat,21 Yaşında,Klima,145560-291
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/45502-2639,6.600.000 TL,2 + 1,110 m2,4 Katlı,2. Kat,9 Yaşında,Klima,45502-2639
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/85341-124,7.495.000 TL,2 + 1,80 m2,4 Katlı,1. Kat,1 Yaşında,Kombi,85341-124
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/3648-3083,3.600.000 TL,1 + 1,55 m2,3 Katlı,Yüksek Giriş,2 Yaşında,Kombi,3648-3083
https://www.hepsiemlak.com/antalya-konyaalti-pinarbasi-satilik/daire/139287-603,7.500.000 TL,3 + 0,132 m2,3 Katlı,1. Kat,15 Yaşında,Kombi,139287-603
https://www.hepsiemlak.com/antalya-muratpasa-konuksever-satilik/daire/128222-2913,3.150.000 TL,2 + 1,90 m2,3 Katlı,3. Kat,16 Yaşında,Klima,128222-2913
https://www.hepsiemlak.com/antalya-muratpasa-altindag-satilik/daire/111620-222,7.130.000 TL,2 + 1,125 m2,4 Katlı,2. Kat,4 Yaşında,Kombi,111620-222
https://www.hepsiemlak.com/antalya-muratpasa-bayindir-satilik/daire/155268-151,5.500.000 TL,3 + 1,145 m2,4 Katlı,2. Kat,21 Yaşında,Kombi,155268-151
https://www.hepsiemlak.com/antalya-kepez-baris-satilik/daire/8560-5411,7.200.000 TL,4 + 2,225 m2,2 Katlı,2. Kat,4 Yaşında,Kombi,8560-5411
https://www.hepsiemlak.com/antalya-kepez-habibler-satilik/daire/132827-219,3.550.000 TL,2 + 1,105 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,132827-219
https://www.hepsiemlak.com/antalya-konyaalti-gursu-satilik/daire/94451-2867,19.500.000 TL,4 + 2,300 m2,5 Katlı,5. Kat,17 Yaşında,Kombi,94451-2867
https://www.hepsiemlak.com/antalya-muratpasa-kiziltoprak-satilik/daire/121521-229,5.500.000 TL,3 + 1,130 m2,4 Katlı,2. Kat,25 Yaşında,Klima,121521-229
https://www.hepsiemlak.com/antalya-kepez-demirel-satilik/daire/45391-2980,2.700.000 TL,1 + 1,65 m2,3 Katlı,2. Kat,Sıfır Bina,Klima,45391-2980
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/153142-175,7.500.000 TL,3 + 1,180 m2,8 Katlı,1. Kat,11 Yaşında,Klima,153142-175
https://www.hepsiemlak.com/antalya-kepez-baraj-satilik/daire/148821-130,3.750.000 TL,2 + 1,100 m2,6 Katlı,2. Kat,Sıfır Bina,Kombi,148821-130
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/153337-93,2.750.000 TL,1 + 1,80 m2,3 Katlı,Ara Kat,Sıfır Bina,Klima,153337-93
https://www.hepsiemlak.com/antalya-kepez-cankaya-satilik/daire/148631-138,4.300.000 TL,2 + 1,100 m2,5 Katlı,3. Kat,3 Yaşında,Klima,148631-138
https://www.hepsiemlak.com/antalya-kepez-yeni-satilik/daire/134508-106,2.750.000 TL,2 + 1,95 m2,3 Katlı,Yüksek Giriş,11 Yaşında,Klima,134508-106
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/39284-833,5.350.000 TL,1 + 1,75 m2,4 Katlı,1. Kat,11 Yaşında,Kombi,39284-833
https://www.hepsiemlak.com/antalya-muratpasa-etiler-satilik/daire/100766-29,4.200.000 TL,3 + 1,145 m2,4 Katlı,4. Kat,11 Yaşında,Klima,100766-29
https://www.hepsiemlak.com/antalya-kepez-gocerler-satilik/daire/162020-43,5.350.000 TL,2 + 1,90 m2,5 Katlı,3. Kat,Sıfır Bina,Klima,162020-43
https://www.hepsiemlak.com/antalya-kepez-selale-satilik/daire/141404-851,4.250.000 TL,3 + 1,130 m2,4 Katlı,1. Kat,Sıfır Bina,Klima,141404-851
https://www.hepsiemlak.com/antalya-kepez-varsak-menderes-satilik/daire/161664-10,3.650.000 TL,4 + 1,150 m2,4 Katlı,En Üst Kat,Sıfır Bina,Klima,161664-10
https://www.hepsiemlak.com/antalya-kepez-unsal-satilik/daire/10215-285,4.400.000 TL,2 + 1,125 m2,4 Katlı,3. Kat,15 Yaşında,Kombi,10215-285
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/146771-98,4.550.000 TL,1 + 1,50 m2,4 Katlı,1. Kat,Sıfır Bina,Klima,146771-98
https://www.hepsiemlak.com/antalya-kepez-erenkoy-satilik/daire/158650-66,4.200.000 TL,2 + 1,100 m2,3 Katlı,2. Kat,Sıfır Bina,Klima,158650-66
https://www.hepsiemlak.com/antalya-kepez-teomanpasa-satilik/daire/128633-208,2.850.000 TL,2 + 1,100 m2,3 Katlı,3. Kat,11 Yaşında,Klima,128633-208
https://www.hepsiemlak.com/antalya-kepez-erenkoy-satilik/daire/149756-63,4.245.000 TL,2 + 1,110 m2,3 Katlı,2. Kat,Sıfır Bina,Kombi,149756-63
https://www.hepsiemlak.com/antalya-kepez-sutculer-satilik/daire/130161-474,4.750.000 TL,4 + 1,210 m2,2 Katlı,2. Kat,5 Yaşında,Klima,130161-474
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/142400-139,4.100.000 TL,2 + 1,95 m2,4 Katlı,3. Kat,Sıfır Bina,Klima,142400-139
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/154641-56,6.800.000 TL,3 + 1,135 m2,10 Katlı,10. Kat,21 Yaşında,Kombi,154641-56
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/154486-81,7.333.000 TL,2 + 1,75 m2,5 Katlı,2. Kat,1 Yaşında,Klima,154486-81
https://www.hepsiemlak.com/antalya-kepez-gulveren-satilik/daire/1876-3078,24.650.000 TL,3 + 1,160 m2,12 Katlı,11. Kat,1 Yaşında,Yerden Isıtma,1876-3078
https://www.hepsiemlak.com/antalya-muratpasa-tarim-satilik/daire/74092-983,11.000.000 TL,3 + 1,170 m2,8 Katlı,3. Kat,11 Yaşında,Klima,74092-983
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/160699-49,10.850.000 TL,3 + 1,155 m2,9 Katlı,8. Kat,21 Yaşında,Kombi,160699-49
https://www.hepsiemlak.com/antalya-muratpasa-soguksu-satilik/daire/64633-637,7.200.000 TL,2 + 1,85 m2,7 Katlı,6. Kat,1 Yaşında,Isıtma Yok,64633-637
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/138496-124,14.950.000 TL,3 + 1,167 m2,10 Katlı,7. Kat,16 Yaşında,Kombi,138496-124
https://www.hepsiemlak.com/antalya-konyaalti-ogretmenevleri-satilik/daire/69254-4702,7.800.000 TL,3 + 1,135 m2,4 Katlı,1. Kat,16 Yaşında,Isıtma Yok,69254-4702
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/65665-1434,7.250.000 TL,2 + 1,90 m2,2 Katlı,1. Kat,11 Yaşında,Kombi,65665-1434
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/76239-1142,2.650.000 TL,1 + 1,65 m2,2 Katlı,1. Kat,Sıfır Bina,Klima,76239-1142
