URL,Fiyat,Oda Sayısı,Brüt m2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,İlan No
https://www.hepsiemlak.com/antalya-muratpasa-yesildere-satilik/daire/159643-2,2.500.000 TL,2 + 1,80 m2,6 Katlı,1. Kat,Sıfır Bina,Klima,159643-2
https://www.hepsiemlak.com/antalya-muratpasa-gebizli-satilik/daire/128222-2928,3.880.000 TL,2 + 1,100 m2,4 Katlı,4. Kat,11 Yaşında,Kombi,128222-2928
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/36020-859,4.650.000 TL,2 + 0,80 m2,4 Katlı,Yüksek Giriş,12 Yaşında,Klima,36020-859
https://www.hepsiemlak.com/antalya-kepez-kuzeyyaka-satilik/daire/97708-583,2.750.000 TL,2 + 1,87 m2,3 Katlı,Yüksek Giriş,18 Yaşında,Kombi,97708-583
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/52164-401,3.375.000 TL,2 + 1,85 m2,3 Katlı,Ara Kat,Sıfır Bina,Klima,52164-401
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/8560-5641,5.750.000 TL,2 + 1,110 m2,9 Katlı,1. Kat,15 Yaşında,Kombi,8560-5641
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/31719-466,4.000.000 TL,1 + 1,70 m2,2 Katlı,Yüksek Giriş,13 Yaşında,Klima,31719-466
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/28664-2712,8.100.000 TL,3 + 1,135 m2,6 Katlı,3. Kat,30 Yaşında,Klima,28664-2712
https://www.hepsiemlak.com/antalya-muratpasa-memurevleri-satilik/daire/5779-8993,6.900.000 TL,2 + 1,95 m2,3 Katlı,2. Kat,Sıfır Bina,Kombi,5779-8993
https://www.hepsiemlak.com/antalya-muratpasa-caglayan-satilik/daire/121460-586,16.000.000 TL,3 + 1,170 m2,14 Katlı,13. Kat,16 Yaşında,Klima,121460-586
https://www.hepsiemlak.com/antalya-kepez-goksu-satilik/daire/33100-8998,3.500.000 TL,1 + 1,50 m2,6 Katlı,4. Kat,Sıfır Bina,Kombi,33100-8998
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/45399-3375,7.500.000 TL,3 + 1,145 m2,4 Katlı,4. Kat,17 Yaşında,Klima,45399-3375
https://www.hepsiemlak.com/antalya-muratpasa-yildiz-satilik/daire/139287-697,3.190.000 TL,2 + 1,80 m2,7 Katlı,Giriş Katı,3 Yaşında,Kombi,139287-697
https://www.hepsiemlak.com/antalya-konyaalti-altinkum-satilik/daire/153750-50,5.800.000 TL,2 + 1,120 m2,4 Katlı,4. Kat,25 Yaşında,Kombi,153750-50
https://www.hepsiemlak.com/antalya-konyaalti-gursu-satilik/daire/6866-1415,18.000.000 TL,4 + 1,200 m2,8 Katlı,4. Kat,21 Yaşında,Kombi,6866-1415
https://www.hepsiemlak.com/antalya-kepez-selale-satilik/daire/139359-907,3.850.000 TL,2 + 1,110 m2,3 Katlı,Ara Kat,Sıfır Bina,Klima,139359-907
https://www.hepsiemlak.com/antalya-konyaalti-altinkum-satilik/daire/31445-851,9.000.000 TL,3 + 1,200 m2,5 Katlı,5. Kat,20 Yaşında,Klima,31445-851
https://www.hepsiemlak.com/antalya-muratpasa-kisla-satilik/daire/34616-3419,3.499.000 TL,2 + 1,100 m2,5 Katlı,5. Kat,45 Yaşında,Klima,34616-3419
https://www.hepsiemlak.com/antalya-kepez-santral-satilik/daire/117133-765,4.599.000 TL,2 + 1,106 m2,11 Katlı,Giriş Katı,1 Yaşında,Merkezi (Pay Öl...,117133-765
https://www.hepsiemlak.com/antalya-konyaalti-kuskavagi-satilik/daire/45502-2591,8.200.000 TL,3 + 1,150 m2,3 Katlı,3. Kat,16 Yaşında,Kombi,45502-2591
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/68118-5651,9.750.000 TL,5 + 1,220 m2,2 Katlı,Bahçe Katı,20 Yaşında,Klima,68118-5651
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/137043-227,4.200.000 TL,2 + 0,80 m2,4 Katlı,Yüksek Giriş,9 Yaşında,Klima,137043-227
https://www.hepsiemlak.com/antalya-muratpasa-kizilarik-satilik/daire/128097-796,4.780.000 TL,3 + 1,115 m2,7 Katlı,7. Kat,11 Yaşında,Klima,128097-796
https://www.hepsiemlak.com/antalya-konyaalti-altinkum-satilik/daire/55020-2749,7.400.000 TL,2 + 1,115 m2,3 Katlı,Ara Kat,18 Yaşında,Kombi,55020-2749
https://www.hepsiemlak.com/antalya-kepez-kutukcu-satilik/daire/132341-154,2.650.000 TL,2 + 1,85 m2,3 Katlı,Yüksek Giriş,Sıfır Bina,Klima,132341-154
https://www.hepsiemlak.com/antalya-kepez-gulveren-satilik/daire/96887-479,3.300.000 TL,2 + 1,95 m2,3 Katlı,2. Kat,15 Yaşında,Klima,96887-479
https://www.hepsiemlak.com/antalya-kepez-selale-satilik/daire/139359-906,4.750.000 TL,3 + 0,135 m2,2 Katlı,Ara Kat,Sıfır Bina,Klima,139359-906
https://www.hepsiemlak.com/antalya-kepez-habibler-satilik/daire/97708-582,3.700.000 TL,3 + 1,125 m2,3 Katlı,Giriş Katı,8 Yaşında,Klima,97708-582
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/6866-1394,7.550.000 TL,2 + 1,95 m2,4 Katlı,1. Kat,13 Yaşında,Kombi,6866-1394
https://www.hepsiemlak.com/antalya-kepez-camlibel-satilik/daire/94451-2911,8.900.000 TL,4 + 1,220 m2,3 Katlı,3. Kat,Sıfır Bina,Klima,94451-2911
https://www.hepsiemlak.com/antalya-konyaalti-gursu-satilik/daire/16141-8628,29.450.000 TL,4 + 1,180 m2,4 Katlı,1. Kat,11 Yaşında,Kombi,16141-8628
https://www.hepsiemlak.com/antalya-muratpasa-varlik-satilik/daire/117133-763,8.000.000 TL,2 + 1,90 m2,6 Katlı,4. Kat,Sıfır Bina,Kombi,117133-763
https://www.hepsiemlak.com/antalya-kepez-husnu-karakas-satilik/daire/128572-2138,4.499.000 TL,3 + 1,145 m2,5 Katlı,1. Kat,5 Yaşında,Klima,128572-2138
https://www.hepsiemlak.com/antalya-kepez-gunes-satilik/daire/111892-566,3.750.000 TL,2 + 1,90 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,111892-566
https://www.hepsiemlak.com/antalya-kepez-habibler-satilik/daire/137343-374,4.250.000 TL,3 + 1,280 m2,1 Katlı,Bahçe Katı,16 Yaşında,Isıtma Yok,137343-374
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/156835-132,3.950.000 TL,2 + 1,119 m2,3 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,156835-132
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/161941-26,2.150.000 TL,1 + 1,55 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,161941-26
https://www.hepsiemlak.com/antalya-muratpasa-meydankavagi-satilik/daire/5779-9427,8.600.000 TL,2 + 1,90 m2,4 Katlı,3. Kat,1 Yaşında,Kat Kaloriferi,5779-9427
https://www.hepsiemlak.com/antalya-muratpasa-yildiz-satilik/daire/30590-2072,4.250.000 TL,3 + 1,120 m2,4 Katlı,2. Kat,30 Yaşında,Belirtilmemiş,30590-2072
https://www.hepsiemlak.com/antalya-muratpasa-altindag-satilik/daire/8646-3701,3.600.000 TL,3 + 1,120 m2,5 Katlı,1. Kat,30 Yaşında,Klima,8646-3701
https://www.hepsiemlak.com/antalya-muratpasa-doguyaka-satilik/daire/121521-228,3.750.000 TL,2 + 1,85 m2,4 Katlı,Yüksek Giriş,Sıfır Bina,Klima,121521-228
https://www.hepsiemlak.com/antalya-konyaalti-altinkum-satilik/daire/44519-2099,10.800.000 TL,3 + 1,140 m2,4 Katlı,2. Kat,17 Yaşında,Klima,44519-2099
https://www.hepsiemlak.com/antalya-konyaalti-altinkum-satilik/daire/31445-868,10.500.000 TL,4 + 1,150 m2,6 Katlı,2. Kat,25 Yaşında,Klima,31445-868
https://www.hepsiemlak.com/antalya-muratpasa-memurevleri-satilik/daire/60116-1909,5.500.000 TL,3 + 1,125 m2,8 Katlı,3. Kat,36 Yaşında,Klima,60116-1909
https://www.hepsiemlak.com/antalya-kepez-kutukcu-satilik/daire/129740-2525,3.400.000 TL,2 + 1,100 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,129740-2525
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/68118-5735,3.625.000 TL,1 + 1,60 m2,3 Katlı,1. Kat,15 Yaşında,Klima,68118-5735
https://www.hepsiemlak.com/antalya-muratpasa-gebizli-satilik/daire/51188-2051,2.550.000 TL,2 + 1,85 m2,4 Katlı,2. Kat,Sıfır Bina,Klima,51188-2051
https://www.hepsiemlak.com/antalya-muratpasa-meltem-satilik/daire/140317-188,5.750.000 TL,3 + 1,140 m2,4 Katlı,2. Kat,18 Yaşında,Klima,140317-188
https://www.hepsiemlak.com/antalya-konyaalti-molla-yusuf-satilik/daire/163448-9,7.700.000 TL,2 + 1,80 m2,4 Katlı,1. Kat,11 Yaşında,Kombi,163448-9
https://www.hepsiemlak.com/antalya-muratpasa-caglayan-satilik/daire/36064-5327,4.450.000 TL,1 + 1,55 m2,4 Katlı,Yüksek Giriş,15 Yaşında,Klima,36064-5327
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/102778-622,4.250.000 TL,3 + 1,135 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,102778-622
https://www.hepsiemlak.com/antalya-muratpasa-mehmetcik-satilik/daire/61682-331,4.090.000 TL,1 + 1,60 m2,7 Katlı,Yüksek Giriş,10 Yaşında,Merkezi,61682-331
https://www.hepsiemlak.com/antalya-muratpasa-yenigun-satilik/daire/144332-77,4.900.000 TL,2 + 1,70 m2,6 Katlı,Bahçe Katı,10 Yaşında,Klima,144332-77
https://www.hepsiemlak.com/antalya-muratpasa-kizilarik-satilik/daire/43933-1341,2.700.000 TL,2 + 1,105 m2,3 Katlı,2. Kat,7 Yaşında,Klima,43933-1341
https://www.hepsiemlak.com/antalya-kepez-camlibel-satilik/daire/148308-14,4.500.000 TL,2 + 1,120 m2,3 Katlı,1. Kat,2 Yaşında,Kombi,148308-14
https://www.hepsiemlak.com/antalya-kepez-yeni-emek-satilik/daire/125854-4638,2.280.000 TL,2 + 1,85 m2,2 Katlı,Yüksek Giriş,6 Yaşında,Doğalgaz Sobası,125854-4638
https://www.hepsiemlak.com/antalya-kepez-gulveren-satilik/daire/14876-253,3.650.000 TL,2 + 1,90 m2,3 Katlı,1. Kat,10 Yaşında,Klima,14876-253
https://www.hepsiemlak.com/antalya-muratpasa-kisla-satilik/daire/56735-3098,5.150.000 TL,3 + 1,140 m2,7 Katlı,Kot 1,35 Yaşında,Klima,56735-3098
https://www.hepsiemlak.com/antalya-muratpasa-muratpasa-satilik/daire/74238-12036,4.650.000 TL,2 + 1,85 m2,4 Katlı,2. Kat,Sıfır Bina,Kombi,74238-12036
https://www.hepsiemlak.com/antalya-muratpasa-bahcelievler-satilik/daire/28488-5368,23.000.000 TL,4 + 1,240 m2,8 Katlı,1. Kat,31 Yaşında,Merkezi (Pay Öl...,28488-5368
https://www.hepsiemlak.com/antalya-kepez-yeni-emek-satilik/daire/8200-4799,3.300.000 TL,2 + 1,95 m2,2 Katlı,1. Kat,2 Yaşında,Klima,8200-4799
https://www.hepsiemlak.com/antalya-kepez-erenkoy-satilik/daire/104008-793,4.650.000 TL,2 + 1,100 m2,3 Katlı,1. Kat,1 Yaşında,Klima,104008-793
https://www.hepsiemlak.com/antalya-kepez-ataturk-satilik/daire/45391-2959,4.000.000 TL,3 + 1,150 m2,14 Katlı,3. Kat,21 Yaşında,Isıtma Yok,45391-2959
https://www.hepsiemlak.com/antalya-kepez-odabasi-satilik/daire/77882-1395,3.850.000 TL,1 + 1,50 m2,1 Katlı,Bahçe Katı,Sıfır Bina,Merkezi (Pay Öl...,77882-1395
https://www.hepsiemlak.com/antalya-konyaalti-sarisu-satilik/daire/55020-2746,8.300.000 TL,2 + 1,140 m2,3 Katlı,3. Kat,3 Yaşında,Klima,55020-2746
https://www.hepsiemlak.com/antalya-kepez-mehmet-akif-ersoy-satilik/daire/123319-3370,4.750.000 TL,2 + 1,95 m2,3 Katlı,1. Kat,6 Yaşında,Kombi,123319-3370
https://www.hepsiemlak.com/antalya-konyaalti-uncali-satilik/daire/5070-2541,12.900.000 TL,3 + 1,155 m2,4 Katlı,1. Kat,12 Yaşında,Kombi,5070-2541
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/59368-3895,6.220.000 TL,2 + 1,110 m2,2 Katlı,2. Kat,11 Yaşında,Klima,59368-3895
https://www.hepsiemlak.com/antalya-muratpasa-muratpasa-satilik/daire/8560-5922,4.390.000 TL,2 + 1,105 m2,3 Katlı,1. Kat,20 Yaşında,Klima,8560-5922
https://www.hepsiemlak.com/antalya-muratpasa-bahcelievler-satilik/daire/154328-114,10.000.000 TL,2 + 1,95 m2,5 Katlı,1. Kat,Sıfır Bina,Yerden Isıtma,154328-114
https://www.hepsiemlak.com/antalya-muratpasa-ucgen-satilik/daire/43436-916,3.600.000 TL,3 + 1,130 m2,4 Katlı,Kot 3,40 Yaşında,Klima,43436-916
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/94451-2856,7.750.000 TL,2 + 1,86 m2,4 Katlı,1. Kat,12 Yaşında,Merkezi,94451-2856
https://www.hepsiemlak.com/antalya-konyaalti-toros-satilik/daire/31445-869,5.950.000 TL,3 + 1,119 m2,2 Katlı,Bahçe Katı,19 Yaşında,Klima,31445-869
https://www.hepsiemlak.com/antalya-muratpasa-yuksekalan-satilik/daire/86255-745,5.200.000 TL,2 + 1,100 m2,3 Katlı,1. Kat,Sıfır Bina,Kombi,86255-745
https://www.hepsiemlak.com/antalya-muratpasa-kiziltoprak-satilik/daire/5779-9414,4.600.000 TL,1 + 1,70 m2,4 Katlı,Giriş Katı,Sıfır Bina,Kombi,5779-9414
https://www.hepsiemlak.com/antalya-muratpasa-kizilsaray-satilik/daire/8646-3542,3.650.000 TL,2 + 1,90 m2,6 Katlı,5. Kat,35 Yaşında,Belirtilmemiş,8646-3542
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/156835-131,2.950.000 TL,1 + 1,104 m2,1 Katlı,Zemin,2 Yaşında,Yerden Isıtma,156835-131
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/139359-904,4.400.000 TL,2 + 0,110 m2,2 Katlı,2. Kat,Sıfır Bina,Klima,139359-904
https://www.hepsiemlak.com/antalya-kepez-goksu-satilik/daire/137343-373,4.300.000 TL,2 + 1,104 m2,5 Katlı,1. Kat,Sıfır Bina,Kombi,137343-373
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/161941-23,4.850.000 TL,1 + 1,60 m2,4 Katlı,1. Kat,1 Yaşında,Kombi,161941-23
https://www.hepsiemlak.com/antalya-kepez-yeni-emek-satilik/daire/62128-2705,3.850.000 TL,2 + 1,120 m2,3 Katlı,1. Kat,5 Yaşında,Klima,62128-2705
https://www.hepsiemlak.com/antalya-konyaalti-liman-satilik/daire/45399-3400,7.200.000 TL,2 + 1,100 m2,4 Katlı,3. Kat,8 Yaşında,Klima,45399-3400
https://www.hepsiemlak.com/antalya-kepez-safak-satilik/daire/117133-752,2.650.000 TL,2 + 1,95 m2,3 Katlı,Yüksek Giriş,16 Yaşında,Klima,117133-752
https://www.hepsiemlak.com/antalya-muratpasa-guvenlik-satilik/daire/60116-1891,6.000.000 TL,2 + 1,70 m2,5 Katlı,4. Kat,Sıfır Bina,Kombi,60116-1891
https://www.hepsiemlak.com/antalya-kepez-camlibel-satilik/daire/129155-324,4.700.000 TL,3 + 1,160 m2,4 Katlı,4. Kat,1 Yaşında,Kat Kaloriferi,129155-324
https://www.hepsiemlak.com/antalya-kepez-varsak-menderes-satilik/daire/120981-669,4.350.000 TL,2 + 1,100 m2,4 Katlı,2. Kat,1 Yaşında,Kombi,120981-669
https://www.hepsiemlak.com/antalya-kepez-aydogmus-satilik/daire/111892-542,2.350.000 TL,1 + 1,55 m2,3 Katlı,Yüksek Giriş,Sıfır Bina,Klima,111892-542
https://www.hepsiemlak.com/antalya-kepez-varsak-menderes-satilik/daire/34616-3413,2.099.000 TL,1 + 1,55 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,34616-3413
https://www.hepsiemlak.com/antalya-muratpasa-gebizli-satilik/daire/125854-4636,3.800.000 TL,3 + 1,145 m2,4 Katlı,Yüksek Giriş,11 Yaşında,Kombi,125854-4636
https://www.hepsiemlak.com/antalya-kepez-yukselis-satilik/daire/144332-23,5.250.000 TL,5 + 1,200 m2,4 Katlı,4. Kat,12 Yaşında,Kombi,144332-23
https://www.hepsiemlak.com/antalya-muratpasa-memurevleri-satilik/daire/85341-114,5.899.500 TL,2 + 1,100 m2,4 Katlı,1. Kat,4 Yaşında,Kombi,85341-114
https://www.hepsiemlak.com/antalya-kepez-ozgurluk-satilik/daire/123319-3319,4.100.000 TL,3 + 1,125 m2,4 Katlı,2. Kat,31 Yaşında,Kombi,123319-3319
https://www.hepsiemlak.com/antalya-kepez-aktoprak-satilik/daire/129740-2518,3.350.000 TL,2 + 1,105 m2,3 Katlı,3. Kat,Sıfır Bina,Klima,129740-2518
https://www.hepsiemlak.com/antalya-kepez-altinova-orta-satilik/daire/73602-301,2.825.000 TL,1 + 1,55 m2,7 Katlı,3. Kat,Sıfır Bina,Klima,73602-301
https://www.hepsiemlak.com/antalya-muratpasa-caybasi-satilik/daire/144523-523,5.450.000 TL,2 + 1,85 m2,4 Katlı,3. Kat,Sıfır Bina,Klima,144523-523
https://www.hepsiemlak.com/antalya-kepez-erenkoy-satilik/daire/133891-293,3.750.000 TL,2 + 1,100 m2,2 Katlı,1. Kat,6 Yaşında,Klima,133891-293
https://www.hepsiemlak.com/antalya-muratpasa-gebizli-satilik/daire/130834-83,4.500.000 TL,2 + 1,70 m2,5 Katlı,3. Kat,4 Yaşında,Klima,130834-83
https://www.hepsiemlak.com/antalya-kepez-fabrikalar-satilik/daire/151812-181,3.200.000 TL,2 + 1,90 m2,4 Katlı,Yüksek Giriş,6 Yaşında,Kat Kaloriferi,151812-181
https://www.hepsiemlak.com/antalya-kepez-goksu-satilik/daire/0-45534589,3.400.000 TL,2 + 1,105 m2,6 Katlı,5. Kat,8 Yaşında,Klima,0-45534589
https://www.hepsiemlak.com/antalya-kepez-gunes-satilik/daire/150114-191,2.790.000 TL,2 + 1,95 m2,12 Katlı,9. Kat,11 Yaşında,Kombi,150114-191
https://www.hepsiemlak.com/antalya-muratpasa-soguksu-satilik/daire/0-45504184,3.999.999 TL,3 + 1,135 m2,5 Katlı,5. Kat,34 Yaşında,Belirtilmemiş,0-45504184
https://www.hepsiemlak.com/antalya-muratpasa-kizilarik-satilik/daire/160150-28,4.300.000 TL,3 + 1,135 m2,4 Katlı,1. Kat,7 Yaşında,Klima,160150-28
https://www.hepsiemlak.com/antalya-muratpasa-yesildere-satilik/daire/0-45520190,6.500.000 TL,4 + 1,240 m2,4 Katlı,4. Kat,10 Yaşında,Klima,0-45520190
https://www.hepsiemlak.com/antalya-konyaalti-arapsuyu-satilik/daire/154486-87,12.150.000 TL,3 + 1,180 m2,2 Katlı,2. Kat,6 Yaşında,Kombi,154486-87
https://www.hepsiemlak.com/antalya-muratpasa-doguyaka-satilik/daire/129135-1022,3.900.000 TL,2 + 1,100 m2,3 Katlı,Ara Kat,10 Yaşında,Klima,129135-1022
https://www.hepsiemlak.com/antalya-muratpasa-kiziltoprak-satilik/daire/159572-25,4.250.000 TL,1 + 1,67 m2,4 Katlı,Ara Kat,Sıfır Bina,Kombi,159572-25
https://www.hepsiemlak.com/antalya-kepez-demirel-satilik/daire/139359-903,3.995.000 TL,2 + 1,108 m2,3 Katlı,Ara Kat,Sıfır Bina,Klima,139359-903
https://www.hepsiemlak.com/antalya-kepez-altinova-duden-satilik/daire/120429-1989,5.149.999 TL,2 + 1,100 m2,6 Katlı,4. Kat,Sıfır Bina,Klima,120429-1989
https://www.hepsiemlak.com/antalya-muratpasa-sedir-satilik/daire/8560-5788,3.250.000 TL,3 + 1,110 m2,5 Katlı,Yüksek Giriş,7 Yaşında,Klima,8560-5788
https://www.hepsiemlak.com/antalya-kepez-teomanpasa-satilik/daire/111828-1140,2.999.999 TL,2 + 1,95 m2,3 Katlı,3. Kat,18 Yaşında,Klima,111828-1140
https://www.hepsiemlak.com/antalya-kepez-altinova-orta-satilik/daire/0-45487968,4.265.000 TL,2 + 1,100 m2,4 Katlı,3. Kat,Sıfır Bina,Klima,0-45487968
https://www.hepsiemlak.com/antalya-muratpasa-kizilarik-satilik/daire/5070-2298,3.475.000 TL,2 + 1,95 m2,4 Katlı,1. Kat,5 Yaşında,Klima,5070-2298
https://www.hepsiemlak.com/antalya-kepez-goksu-satilik/daire/76239-1337,3.880.000 TL,2 + 1,100 m2,3 Katlı,1. Kat,Sıfır Bina,Klima,76239-1337
https://www.hepsiemlak.com/antalya-kepez-yeni-emek-satilik/daire/62128-2704,3.750.000 TL,2 + 1,120 m2,3 Katlı,1. Kat,5 Yaşında,Klima,62128-2704
https://www.hepsiemlak.com/antalya-kepez-yesiltepe-satilik/daire/117133-749,4.150.000 TL,3 + 1,130 m2,6 Katlı,5. Kat,31 Yaşında,Klima,117133-749
https://www.hepsiemlak.com/antalya-kepez-habibler-satilik/daire/129965-807,3.395.000 TL,2 + 1,95 m2,5 Katlı,4. Kat,1 Yaşında,Klima,129965-807
https://www.hepsiemlak.com/antalya-kepez-habibler-satilik/daire/121854-180,3.350.000 TL,2 + 1,100 m2,4 Katlı,3. Kat,Sıfır Bina,Klima,121854-180
https://www.hepsiemlak.com/antalya-kepez-gulveren-satilik/daire/146632-23,20.750.000 TL,3 + 1,160 m2,12 Katlı,4. Kat,1 Yaşında,Yerden Isıtma,146632-23
https://www.hepsiemlak.com/antalya-kepez-demirel-satilik/daire/162578-82,3.499.999 TL,2 + 1,95 m2,2 Katlı,1. Kat,Sıfır Bina,Klima,162578-82
https://www.hepsiemlak.com/antalya-kepez-gunes-satilik/daire/161643-29,3.199.000 TL,2 + 1,76 m2,13 Katlı,Yüksek Giriş,2 Yaşında,Kat Kaloriferi,161643-29
https://www.hepsiemlak.com/antalya-muratpasa-elmali-satilik/daire/151983-78,6.850.000 TL,4 + 1,250 m2,4 Katlı,4. Kat,31 Yaşında,Isıtma Yok,151983-78
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/123766-835,9.500.000 TL,3 + 1,185 m2,10 Katlı,3. Kat,16 Yaşında,Kombi,123766-835
https://www.hepsiemlak.com/antalya-muratpasa-guvenlik-satilik/daire/138496-235,7.000.000 TL,3 + 1,145 m2,8 Katlı,6. Kat,27 Yaşında,Kombi,138496-235
https://www.hepsiemlak.com/antalya-konyaalti-hurma-satilik/daire/159195-36,12.950.000 TL,3 + 112,160 m2,5 Katlı,4. Kat,12 Yaşında,Klima,159195-36
https://www.hepsiemlak.com/antalya-muratpasa-fener-satilik/daire/43794-906,9.550.000 TL,3 + 1,185 m2,10 Katlı,2. Kat,21 Yaşında,Kombi,43794-906
https://www.hepsiemlak.com/antalya-muratpasa-varlik-satilik/daire/0-45435345,6.500.000 TL,2 + 1,90 m2,7 Katlı,5. Kat,Sıfır Bina,Kombi,0-45435345
https://www.hepsiemlak.com/antalya-kepez-fabrikalar-satilik/daire/118986-578,6.500.000 TL,3 + 1,125 m2,3 Katlı,1. Kat,15 Yaşında,Kombi,118986-578
https://www.hepsiemlak.com/antalya-kepez-erenkoy-satilik/daire/128633-266,3.950.000 TL,2 + 0,100 m2,3 Katlı,1. Kat,5 Yaşında,Kombi,128633-266
https://www.hepsiemlak.com/antalya-muratpasa-guvenlik-satilik/daire/145560-316,6.350.000 TL,3 + 1,110 m2,8 Katlı,Giriş Katı,2 Yaşında,Klima,145560-316
https://www.hepsiemlak.com/antalya-konyaalti-sarisu-satilik/daire/133791-49,8.000.000 TL,3 + 1,140 m2,12 Katlı,9. Kat,16 Yaşında,Klima,133791-49
https://www.hepsiemlak.com/antalya-muratpasa-guzelbag-satilik/daire/131345-481,9.000.000 TL,2 + 1,85 m2,2 Katlı,Bahçe Katı,6 Yaşında,Klima,131345-481
https://www.hepsiemlak.com/antalya-konyaalti-kuskavagi-satilik/daire/153345-12,12.300.000 TL,2 + 1,90 m2,9 Katlı,Giriş Katı,Sıfır Bina,Merkezi,153345-12
https://www.hepsiemlak.com/antalya-muratpasa-meydankavagi-satilik/daire/0-45379939,6.400.000 TL,3 + 1,135 m2,10 Katlı,3. Kat,25 Yaşında,Klima,0-45379939
https://www.hepsiemlak.com/antalya-kepez-kepez-satilik/daire/120585-753,5.800.000 TL,3 + 1,131 m2,11 Katlı,11. Kat,1 Yaşında,Merkezi (Pay Öl...,120585-753
https://www.hepsiemlak.com/antalya-konyaalti-gursu-satilik/daire/130699-254,10.500.000 TL,3 + 0,165 m2,10 Katlı,10. Kat,25 Yaşında,Klima,130699-254
https://www.hepsiemlak.com/antalya-muratpasa-sirinyali-satilik/daire/23995-4208,13.750.000 TL,5 + 1,280 m2,4 Katlı,4. Kat,25 Yaşında,Kombi,23995-4208
https://www.hepsiemlak.com/antalya-kepez-altinova-duden-satilik/daire/97395-2907,4.500.000 TL,2 + 1,95 m2,7 Katlı,2. Kat,Sıfır Bina,Klima,97395-2907
https://www.hepsiemlak.com/antalya-konyaalti-gursu-satilik/daire/131491-163,24.000.000 TL,5 + 1,300 m2,9 Katlı,9. Kat,16 Yaşında,Kombi,131491-163
https://www.hepsiemlak.com/antalya-kepez-baraj-satilik/daire/0-45208098,4.750.000 TL,3 + 1,150 m2,3 Katlı,1. Kat,4 Yaşında,Kombi,0-45208098
https://www.hepsiemlak.com/antalya-muratpasa-fener-satilik/daire/141367-58,9.900.000 TL,2 + 1,90 m2,4 Katlı,Ara Kat,19 Yaşında,Kombi,141367-58
https://www.hepsiemlak.com/antalya-muratpasa-dutlubahce-satilik/daire/86971-1240,5.500.000 TL,3 + 1,140 m2,5 Katlı,2. Kat,25 Yaşında,Kombi,86971-1240
https://www.hepsiemlak.com/antalya-kepez-ayanoglu-satilik/daire/152220-74,2.450.000 TL,1 + 1,55 m2,3 Katlı,2. Kat,Sıfır Bina,Klima,152220-74
https://www.hepsiemlak.com/antalya-muratpasa-caglayan-satilik/daire/24814-3346,13.500.000 TL,4 + 1,200 m2,4 Katlı,Ara Kat,10 Yaşında,Klima,24814-3346
https://www.hepsiemlak.com/antalya-muratpasa-kiziltoprak-satilik/daire/162582-35,3.750.000 TL,1 + 1,60 m2,4 Katlı,2. Kat,1 Yaşında,Kombi,162582-35
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/161497-22,7.550.000 TL,3 + 1,165 m2,10 Katlı,10. Kat,20 Yaşında,Kombi,161497-22
https://www.hepsiemlak.com/antalya-kepez-yesiltepe-satilik/daire/156193-21,7.500.000 TL,5 + 1,220 m2,4 Katlı,4. Kat,Sıfır Bina,Kombi,156193-21
https://www.hepsiemlak.com/antalya-muratpasa-meydankavagi-satilik/daire/142231-57,7.200.000 TL,2 + 1,78 m2,4 Katlı,3. Kat,Sıfır Bina,Klima,142231-57
https://www.hepsiemlak.com/antalya-muratpasa-guzeloba-satilik/daire/131249-24,3.100.000 TL,1 + 1,65 m2,5 Katlı,Kot 2,20 Yaşında,Klima,131249-24
